,id,Entry Name,Protein names,Gene Names
562,ENSP00000411099,TLK1_HUMAN,Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (PKU-beta) (Tousled-like kinase 1),TLK1 KIAA0137
563,ENSP00000158166,KKCC1_HUMAN,Calcium/calmodulin-dependent protein kinase kinase 1 (CaM-KK 1) (CaM-kinase kinase 1) (CaMKK 1) (EC 2.7.11.17) (CaM-kinase IV kinase) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-KK alpha) (CaM-kinase kinase alpha) (CaMKK alpha),CAMKK1 CAMKKA
564,ENSP00000296238,CK2N2_HUMAN,Calcium/calmodulin-dependent protein kinase II inhibitor 2 (CaM-KII inhibitory protein) (CaM-KIIN),CAMK2N2
565,ENSP00000269701,AKAP8_HUMAN,A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95),AKAP8 AKAP95
566,ENSP00000389175,GLCTK_HUMAN,Glycerate kinase (EC 2.7.1.31) (HBeAg-binding protein 4),GLYCTK HBEBP4 LP5910
567,ENSP00000215368,EFNA2_HUMAN,Ephrin-A2 (EPH-related receptor tyrosine kinase ligand 6) (LERK-6) (HEK7 ligand) (HEK7-L),EFNA2 EPLG6 LERK6
568,ENSP00000339826,BCAP_HUMAN,Phosphoinositide 3-kinase adapter protein 1 (B-cell adapter for phosphoinositide 3-kinase) (B-cell phosphoinositide 3-kinase adapter protein 1),PIK3AP1 BCAP
569,ENSP00000364860,ROR2_HUMAN,"Tyrosine-protein kinase transmembrane receptor ROR2 (EC 2.7.10.1) (Neurotrophic tyrosine kinase, receptor-related 2)",ROR2 NTRKR2
570,ENSP00000301831,ULK4_HUMAN,Serine/threonine-protein kinase ULK4 (EC 2.7.11.1) (Unc-51-like kinase 4),ULK4
571,ENSP00000348472,PXK_HUMAN,"PX domain-containing protein kinase-like protein (Modulator of Na,K-ATPase) (MONaKA)",PXK
572,ENSP00000354910,NRG2_HUMAN,"Pro-neuregulin-2, membrane-bound isoform (Pro-NRG2) [Cleaved into: Neuregulin-2 (NRG-2) (Divergent of neuregulin-1) (DON-1) (Neural- and thymus-derived activator for ERBB kinases) (NTAK)]",NRG2 NTAK
573,ENSP00000386928,STK16_HUMAN,Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2) (hPSK),STK16 MPSK1 PKL12 TSF1
574,ENSP00000298573,DUS16_HUMAN,Dual specificity protein phosphatase 16 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 7) (MAP kinase phosphatase 7) (MKP-7),DUSP16 KIAA1700 MKP7
575,ENSP00000366934,NOL9_HUMAN,Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.-) (Nucleolar protein 9),NOL9
576,ENSP00000473553,CSK23_HUMAN,Casein kinase II subunit alpha 3 (CK II alpha 3) (EC 2.7.11.1) (Casein kinase II alpha 1 polypeptide pseudogene),CSNK2A3 CSNK2A1P
577,ENSP00000433511,GRK6_HUMAN,G protein-coupled receptor kinase 6 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK6),GRK6 GPRK6
578,ENSP00000480091,NRK2_HUMAN,Nicotinamide riboside kinase 2 (NRK 2) (NmR-K 2) (EC 2.7.1.22) (Integrin beta-1-binding protein 3) (Muscle integrin-binding protein) (MIBP) (Nicotinic acid riboside kinase 2) (EC 2.7.1.173) (Ribosylnicotinamide kinase 2) (RNK 2) (Ribosylnicotinic acid kinase 2),NMRK2 ITGB1BP3 NRK2
579,ENSP00000361186,PRPK_HUMAN,EKC/KEOPS complex subunit TP53RK (EC 3.6.-.-) (Atypical serine/threonine protein kinase TP53RK) (Nori-2) (TP53-regulating kinase) (EC 2.7.11.1) (p53-related protein kinase),TP53RK C20orf64 PRPK
580,ENSP00000453858,PAK6_HUMAN,Serine/threonine-protein kinase PAK 6 (EC 2.7.11.1) (PAK-5) (p21-activated kinase 6) (PAK-6),PAK6 PAK5
581,ENSP00000313504,KPBB_HUMAN,Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta),PHKB
582,ENSP00000367727,PANK4_HUMAN,4'-phosphopantetheine phosphatase (EC 3.1.3.-) (Inactive pantothenic acid kinase 4) (hPanK4),PANK4
583,ENSP00000263026,EF2K_HUMAN,Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase),EEF2K
584,ENSP00000274643,MYLK4_HUMAN,Myosin light chain kinase family member 4 (EC 2.7.11.1) (Sugen kinase 85) (SgK085),MYLK4 SGK085
585,ENSP00000266269,PATZ1_HUMAN,"POZ-, AT hook-, and zinc finger-containing protein 1 (BTB/POZ domain zinc finger transcription factor) (Protein kinase A RI subunit alpha-associated protein) (Zinc finger and BTB domain-containing protein 19) (Zinc finger protein 278) (Zinc finger sarcoma gene protein)",PATZ1 PATZ RIAZ ZBTB19 ZNF278 ZSG
586,ENSP00000356076,DYRK3_HUMAN,Dual specificity tyrosine-phosphorylation-regulated kinase 3 (EC 2.7.12.1) (Regulatory erythroid kinase) (REDK),DYRK3
587,ENSP00000312411,PPM1E_HUMAN,Protein phosphatase 1E (EC 3.1.3.16) (Ca(2+)/calmodulin-dependent protein kinase phosphatase N) (CaMKP-N) (CaMKP-nucleus) (CaMKN) (Partner of PIX 1) (Partner of PIX-alpha) (Partner of PIXA),PPM1E CAMKN KIAA1072 POPX1
588,ENSP00000166244,EPHA8_HUMAN,Ephrin type-A receptor 8 (EC 2.7.10.1) (EPH- and ELK-related kinase) (EPH-like kinase 3) (EK3) (hEK3) (Tyrosine-protein kinase receptor EEK),EPHA8 EEK HEK3 KIAA1459
589,ENSP00000367893,SPS1_HUMAN,"Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)",SEPHS1 SELD SPS SPS1
590,ENSP00000363389,PDK1L_HUMAN,Serine/threonine-protein kinase PDIK1L (EC 2.7.11.1) (PDLIM1-interacting kinase 1-like),PDIK1L CLIK1L
591,ENSP00000216264,CERK1_HUMAN,Ceramide kinase (hCERK) (EC 2.7.1.138) (Acylsphingosine kinase) (Lipid kinase 4) (LK4),CERK KIAA1646
592,ENSP00000246914,WNK4_HUMAN,Serine/threonine-protein kinase WNK4 (EC 2.7.11.1) (Protein kinase lysine-deficient 4) (Protein kinase with no lysine 4),WNK4 PRKWNK4
593,ENSP00000260045,P52K_HUMAN,52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12),THAP12 DAP4 P52RIPK PRKRIR THAP0
594,ENSP00000260599,KHK_HUMAN,Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase),KHK
595,ENSP00000295709,STK36_HUMAN,Serine/threonine-protein kinase 36 (EC 2.7.11.1) (Fused homolog),STK36 KIAA1278
596,ENSP00000263798,TYRO3_HUMAN,Tyrosine-protein kinase receptor TYRO3 (EC 2.7.10.1) (Tyrosine-protein kinase BYK) (Tyrosine-protein kinase DTK) (Tyrosine-protein kinase RSE) (Tyrosine-protein kinase SKY) (Tyrosine-protein kinase TIF),TYRO3 BYK DTK RSE SKY TIF
597,ENSP00000291823,HIPK4_HUMAN,Homeodomain-interacting protein kinase 4 (EC 2.7.11.1),HIPK4
598,ENSP00000358770,SLK_HUMAN,STE20-like serine/threonine-protein kinase (STE20-like kinase) (hSLK) (EC 2.7.11.1) (CTCL tumor antigen se20-9) (STE20-related serine/threonine-protein kinase) (STE20-related kinase) (Serine/threonine-protein kinase 2),SLK KIAA0204 STK2
599,ENSP00000384442,CD11A_HUMAN,Cyclin-dependent kinase 11A (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 2) (Cell division protein kinase 11A) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L2),CDK11A CDC2L2 CDC2L3 PITSLREB
600,ENSP00000365692,PIM2_HUMAN,Serine/threonine-protein kinase pim-2 (EC 2.7.11.1) (Pim-2h),PIM2
601,ENSP00000379364,MOB1A_HUMAN,MOB kinase activator 1A (Mob1 alpha) (Mob1A) (Mob1 homolog 1B) (Mps one binder kinase activator-like 1B),MOB1A C2orf6 MOB4B MOBK1B MOBKL1B
602,ENSP00000250896,MKNK2_HUMAN,MAP kinase-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 2) (MAPK signal-integrating kinase 2) (Mnk2),MKNK2 GPRK7 MNK2
603,ENSP00000360120,ROR1_HUMAN,"Inactive tyrosine-protein kinase transmembrane receptor ROR1 (Neurotrophic tyrosine kinase, receptor-related 1)",ROR1 NTRKR1
604,ENSP00000416341,NELL2_HUMAN,Protein kinase C-binding protein NELL2 (NEL-like protein 2) (Nel-related protein 2),NELL2 NRP2
605,ENSP00000379366,MOB1B_HUMAN,MOB kinase activator 1B (Mob1 homolog 1A) (Mob1A) (Mob1B) (Mps one binder kinase activator-like 1A),MOB1B MOB4A MOBKL1A
606,ENSP00000262891,MARK4_HUMAN,MAP/microtubule affinity-regulating kinase 4 (EC 2.7.11.1) (MAP/microtubule affinity-regulating kinase-like 1),MARK4 KIAA1860 MARKL1
607,ENSP00000288078,FCSK_HUMAN,L-fucose kinase (Fucokinase) (EC 2.7.1.52),FCSK FUK
608,ENSP00000315702,PHOCN_HUMAN,MOB-like protein phocein (2C4D) (Class II mMOB1) (Mob1 homolog 3) (Mob3) (Mps one binder kinase activator-like 3) (Preimplantation protein 3),MOB4 MOB3 MOBKL3 PHOCN PREI3 CGI-95
609,ENSP00000298630,ST32C_HUMAN,Serine/threonine-protein kinase 32C (EC 2.7.11.1) (PKE) (Yet another novel kinase 3),STK32C YANK3
610,ENSP00000262593,DOK5_HUMAN,Docking protein 5 (Downstream of tyrosine kinase 5) (Insulin receptor substrate 6) (IRS-6) (IRS6),DOK5 C20orf180
611,ENSP00000262811,MAST3_HUMAN,Microtubule-associated serine/threonine-protein kinase 3 (EC 2.7.11.1),MAST3 KIAA0561
612,ENSP00000331258,SG196_HUMAN,Protein O-mannose kinase (POMK) (EC 2.7.1.183) (Protein kinase-like protein SgK196) (Sugen kinase 196),POMK SGK196
613,ENSP00000264669,FAKD3_HUMAN,"FAST kinase domain-containing protein 3, mitochondrial",FASTKD3
614,ENSP00000465039,M4K1_HUMAN,Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1) (Hematopoietic progenitor kinase) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1),MAP4K1 HPK1
615,ENSP00000255641,KC1G2_HUMAN,Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1),CSNK1G2 CK1G2
616,ENSP00000372160,DOK6_HUMAN,Docking protein 6 (Downstream of tyrosine kinase 6),DOK6 DOK5L
617,ENSP00000356110,NUCKS_HUMAN,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1),NUCKS1 NUCKS JC7
618,ENSP00000225737,AKA10_HUMAN,"A-kinase anchor protein 10, mitochondrial (AKAP-10) (Dual specificity A kinase-anchoring protein 2) (D-AKAP-2) (Protein kinase A-anchoring protein 10) (PRKA10)",AKAP10
619,ENSP00000333896,KS6A4_HUMAN,Ribosomal protein S6 kinase alpha-4 (S6K-alpha-4) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 4) (Nuclear mitogen- and stress-activated protein kinase 2) (Ribosomal protein kinase B) (RSKB),RPS6KA4 MSK2
620,ENSP00000375081,TSSK1_HUMAN,Testis-specific serine/threonine-protein kinase 1 (TSK-1) (TSK1) (TSSK-1) (Testis-specific kinase 1) (EC 2.7.11.1) (Serine/threonine-protein kinase 22A),TSSK1B SPOGA1 SPOGA4 STK22A STK22D TSSK1 FKSG81
621,ENSP00000353824,PIM3_HUMAN,Serine/threonine-protein kinase pim-3 (EC 2.7.11.1),PIM3
622,ENSP00000451263,M3K9_HUMAN,Mitogen-activated protein kinase kinase kinase 9 (EC 2.7.11.25) (Mixed lineage kinase 1),MAP3K9 MLK1 PRKE1
623,ENSP00000346667,WNK3_HUMAN,Serine/threonine-protein kinase WNK3 (EC 2.7.11.1) (Protein kinase lysine-deficient 3) (Protein kinase with no lysine 3),WNK3 KIAA1566 PRKWNK3
624,ENSP00000411152,IP3KB_HUMAN,"Inositol-trisphosphate 3-kinase B (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase B) (IP3 3-kinase B) (IP3K B) (InsP 3-kinase B)",ITPKB
625,ENSP00000348132,STK31_HUMAN,Serine/threonine-protein kinase 31 (EC 2.7.11.1) (Serine/threonine-protein kinase NYD-SPK) (Sugen kinase 396) (SgK396),STK31 SGK396
626,ENSP00000369618,FAKD5_HUMAN,"FAST kinase domain-containing protein 5, mitochondrial",FASTKD5 KIAA1792
627,ENSP00000297293,LMTK2_HUMAN,Serine/threonine-protein kinase LMTK2 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase 2) (Brain-enriched kinase) (hBREK) (CDK5/p35-regulated kinase) (CPRK) (Kinase/phosphatase/inhibitor 2) (Lemur tyrosine kinase 2) (Serine/threonine-protein kinase KPI-2),LMTK2 AATYK2 BREK KIAA1079 KPI2 LMR2
628,ENSP00000380557,AKP8L_HUMAN,A-kinase anchor protein 8-like (AKAP8-like protein) (Helicase A-binding protein 95) (HAP95) (Homologous to AKAP95 protein) (HA95) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95),AKAP8L NAKAP NAKAP95 HRIHFB2018
629,ENSP00000310094,TAOK2_HUMAN,Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Kinase from chicken homolog C) (hKFC-C) (Prostate-derived sterile 20-like kinase 1) (PSK-1) (PSK1) (Prostate-derived STE20-like kinase 1) (Thousand and one amino acid protein kinase 2),TAOK2 KIAA0881 MAP3K17 PSK PSK1 UNQ2971/PRO7431
630,ENSP00000328694,MOB2_HUMAN,MOB kinase activator 2 (HCCA2) (Mob2 homolog) (Mps one binder kinase activator-like 2),MOB2 HCCA2
631,ENSP00000448689,M3K12_HUMAN,Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase),MAP3K12 ZPK
632,ENSP00000345853,DUS9_HUMAN,Dual specificity protein phosphatase 9 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 4) (MAP kinase phosphatase 4) (MKP-4),DUSP9 MKP4
633,ENSP00000405950,KCC1B_HUMAN,Calcium/calmodulin-dependent protein kinase type 1B (EC 2.7.11.17) (CaM kinase I beta) (CaM kinase IB) (CaM-KI beta) (CaMKI-beta) (Pregnancy up-regulated non-ubiquitously-expressed CaM kinase),PNCK
634,ENSP00000477515,DGKK_HUMAN,Diacylglycerol kinase kappa (DAG kinase kappa) (DGK-kappa) (EC 2.7.1.107) (142 kDa diacylglycerol kinase) (Diglyceride kinase kappa),DGKK
635,ENSP00000385727,MAST4_HUMAN,Microtubule-associated serine/threonine-protein kinase 4 (EC 2.7.11.1),MAST4 KIAA0303
636,ENSP00000225519,SHPK_HUMAN,Sedoheptulokinase (SHK) (EC 2.7.1.14) (Carbohydrate kinase-like protein),SHPK CARKL
637,ENSP00000270162,SIK1_HUMAN,Serine/threonine-protein kinase SIK1 (EC 2.7.11.1) (Salt-inducible kinase 1) (SIK-1) (Serine/threonine-protein kinase SNF1-like kinase 1) (Serine/threonine-protein kinase SNF1LK),SIK1 SIK SNF1LK
638,ENSP00000364482,STK19_HUMAN,Serine/threonine-protein kinase 19 (EC 2.7.11.1) (Protein G11) (Protein RP1),STK19 G11 RP1
639,ENSP00000265026,M3K13_HUMAN,Mitogen-activated protein kinase kinase kinase 13 (EC 2.7.11.25) (Leucine zipper-bearing kinase) (Mixed lineage kinase) (MLK),MAP3K13 LZK
640,ENSP00000371362,NAKD2_HUMAN,"NAD kinase 2, mitochondrial (EC 2.7.1.23) (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)",NADK2 C5orf33 MNADK NADKD1
641,ENSP00000354991,ALPK2_HUMAN,Alpha-protein kinase 2 (EC 2.7.11.1) (Heart alpha-protein kinase),ALPK2 HAK
642,ENSP00000373399,PI5L1_HUMAN,Phosphatidylinositol 4-phosphate 5-kinase-like protein 1 (PI(4)P 5-kinase-like protein 1) (PtdIns(4)P-5-kinase-like protein 1) (EC 2.7.1.68),PIP5KL1
643,ENSP00000284885,ENTK_HUMAN,Enteropeptidase (EC 3.4.21.9) (Enterokinase) (Serine protease 7) (Transmembrane protease serine 15) [Cleaved into: Enteropeptidase non-catalytic heavy chain; Enteropeptidase catalytic light chain],TMPRSS15 ENTK PRSS7
644,ENSP00000353904,KC1G3_HUMAN,Casein kinase I isoform gamma-3 (CKI-gamma 3) (EC 2.7.11.1),CSNK1G3
645,ENSP00000243349,ACV1C_HUMAN,Activin receptor type-1C (EC 2.7.11.30) (Activin receptor type IC) (ACTR-IC) (Activin receptor-like kinase 7) (ALK-7),ACVR1C ALK7
646,ENSP00000309714,SPD2B_HUMAN,SH3 and PX domain-containing protein 2B (Adapter protein HOFI) (Factor for adipocyte differentiation 49) (Tyrosine kinase substrate with four SH3 domains),SH3PXD2B FAD49 KIAA1295 TKS4
647,ENSP00000358120,PKHO1_HUMAN,Pleckstrin homology domain-containing family O member 1 (PH domain-containing family O member 1) (C-Jun-binding protein) (JBP) (Casein kinase 2-interacting protein 1) (CK2-interacting protein 1) (CKIP-1) (Osteoclast maturation-associated gene 120 protein),PLEKHO1 CKIP1 OC120 HQ0024c
648,ENSP00000336655,STRAA_HUMAN,STE20-related kinase adapter protein alpha (STRAD alpha) (STE20-related adapter protein) (Serologically defined breast cancer antigen NY-BR-96),STRADA LYK5 STRAD
649,ENSP00000238561,ADCK1_HUMAN,AarF domain-containing protein kinase 1 (EC 2.7.-.-),ADCK1
650,ENSP00000455607,PHKG2_HUMAN,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform (PHK-gamma-LT) (PHK-gamma-T) (EC 2.7.11.19) (PSK-C3) (Phosphorylase kinase subunit gamma-2)",PHKG2
651,ENSP00000393978,KPCD2_HUMAN,Serine/threonine-protein kinase D2 (EC 2.7.11.13) (nPKC-D2),PRKD2 PKD2 HSPC187
652,ENSP00000322251,TNI3K_HUMAN,Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (Cardiac troponin I-interacting kinase) (TNNI3-interacting kinase),TNNI3K CARK
653,ENSP00000412130,IRAG1_HUMAN,"Inositol 1,4,5-triphosphate receptor associated 1 (Inositol 1,4,5-trisphosphate receptor-associated cGMP kinase substrate) (JAW1-related protein MRVI1) (Protein MRVI1)",IRAG1 IRAG JAW1L MRVI1
654,ENSP00000370912,TEC_HUMAN,Tyrosine-protein kinase Tec (EC 2.7.10.2),TEC PSCTK4
655,ENSP00000346484,MAK_HUMAN,Serine/threonine-protein kinase MAK (EC 2.7.11.1) (Male germ cell-associated kinase),MAK
656,ENSP00000338673,CDK10_HUMAN,Cyclin-dependent kinase 10 (EC 2.7.11.22) (Cell division protein kinase 10) (Serine/threonine-protein kinase PISSLRE),CDK10
657,ENSP00000386711,JKIP1_HUMAN,Janus kinase and microtubule-interacting protein 1 (GABA-B receptor-binding protein) (Multiple alpha-helices and RNA-linker protein 1) (Marlin-1),JAKMIP1 GABABRBP JAMIP1 MARLIN1
658,ENSP00000414378,EFNA4_HUMAN,Ephrin-A4 (EPH-related receptor tyrosine kinase ligand 4) (LERK-4),EFNA4 EPLG4 LERK4
659,ENSP00000263370,IP3KC_HUMAN,"Inositol-trisphosphate 3-kinase C (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase C) (IP3 3-kinase C) (IP3K C) (InsP 3-kinase C)",ITPKC IP3KC
660,ENSP00000320869,TRI41_HUMAN,E3 ubiquitin-protein ligase TRIM41 (EC 2.3.2.27) (RING finger-interacting protein with C kinase) (RINCK) (Tripartite motif-containing protein 41),TRIM41 RINCK
661,ENSP00000261593,RN138_HUMAN,E3 ubiquitin-protein ligase RNF138 (EC 2.3.2.27) (Nemo-like kinase-associated RING finger protein) (NLK-associated RING finger protein) (hNARF) (RING finger protein 138) (RING-type E3 ubiquitin transferase RNF138),RNF138 NARF HSD-4 HSD4
662,ENSP00000356737,GORAB_HUMAN,RAB6-interacting golgin (N-terminal kinase-like-binding protein 1) (NTKL-BP1) (NTKL-binding protein 1) (hNTKL-BP1) (SCY1-like 1-binding protein 1) (SCYL1-BP1) (SCYL1-binding protein 1),GORAB NTKLBP1 SCYL1BP1
663,ENSP00000344432,DOK7_HUMAN,Protein Dok-7 (Downstream of tyrosine kinase 7),DOK7 C4orf25
664,ENSP00000005260,BI2L1_HUMAN,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 (BAI1-associated protein 2-like protein 1) (Insulin receptor tyrosine kinase substrate),BAIAP2L1 IRTKS
665,ENSP00000258888,ALPK3_HUMAN,Alpha-protein kinase 3 (EC 2.7.11.1) (Muscle alpha-protein kinase),ALPK3 KIAA1330 MAK
666,ENSP00000344277,DOK4_HUMAN,Docking protein 4 (Downstream of tyrosine kinase 4) (Insulin receptor substrate 5) (IRS-5) (IRS5),DOK4
667,ENSP00000398861,IP6K3_HUMAN,Inositol hexakisphosphate kinase 3 (InsP6 kinase 3) (EC 2.7.4.21) (Inositol hexaphosphate kinase 3),IP6K3 IHPK3
668,ENSP00000379176,CDKL1_HUMAN,Cyclin-dependent kinase-like 1 (EC 2.7.11.22) (Protein kinase p42 KKIALRE) (Serine/threonine-protein kinase KKIALRE),CDKL1
669,ENSP00000345629,M3K15_HUMAN,Mitogen-activated protein kinase kinase kinase 15 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 3) (MAPK/ERK kinase kinase 15) (MEK kinase 15) (MEKK 15),MAP3K15 ASK3
670,ENSP00000416750,STK33_HUMAN,Serine/threonine-protein kinase 33 (EC 2.7.11.1),STK33
671,ENSP00000357452,PMVK_HUMAN,Phosphomevalonate kinase (PMKase) (hPMK) (EC 2.7.4.2),PMVK PMKI
672,ENSP00000263955,ST17B_HUMAN,Serine/threonine-protein kinase 17B (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 2),STK17B DRAK2
673,ENSP00000361554,TIE1_HUMAN,Tyrosine-protein kinase receptor Tie-1 (EC 2.7.10.1),TIE1 TIE
674,ENSP00000481045,TESK1_HUMAN,Dual specificity testis-specific protein kinase 1 (EC 2.7.12.1) (Testicular protein kinase 1),TESK1
675,ENSP00000420270,UHMK1_HUMAN,Serine/threonine-protein kinase Kist (EC 2.7.11.1) (Kinase interacting with stathmin) (PAM COOH-terminal interactor protein 2) (P-CIP2) (U2AF homology motif kinase 1),UHMK1 KIS KIST
676,ENSP00000305777,KC1G1_HUMAN,Casein kinase I isoform gamma-1 (CKI-gamma 1) (EC 2.7.11.1),CSNK1G1
677,ENSP00000354387,NRK1_HUMAN,Nicotinamide riboside kinase 1 (NRK 1) (NmR-K 1) (EC 2.7.1.22) (Nicotinic acid riboside kinase 1) (EC 2.7.1.173) (Ribosylnicotinamide kinase 1) (RNK 1) (Ribosylnicotinic acid kinase 1),NMRK1 C9orf95 NRK1
678,ENSP00000343847,NEK10_HUMAN,Serine/threonine-protein kinase Nek10 (EC 2.7.11.1) (Never in mitosis A-related kinase 10) (NimA-related protein kinase 10),NEK10
679,ENSP00000435585,ES8L2_HUMAN,Epidermal growth factor receptor kinase substrate 8-like protein 2 (EPS8-like protein 2) (Epidermal growth factor receptor pathway substrate 8-related protein 2) (EPS8-related protein 2),EPS8L2 EPS8R2 PP13181
680,ENSP00000354777,TBKB1_HUMAN,TANK-binding kinase 1-binding protein 1 (TBK1-binding protein 1),TBKBP1 KIAA0775 SINTBAD
681,ENSP00000362634,TSSK3_HUMAN,Testis-specific serine/threonine-protein kinase 3 (TSK-3) (TSSK-3) (Testis-specific kinase 3) (EC 2.7.11.1) (Serine/threonine-protein kinase 22C),TSSK3 SPOGA3 STK22C
682,ENSP00000418669,SPS2_HUMAN,"Selenide, water dikinase 2 (EC 2.7.9.3) (Selenium donor protein 2) (Selenophosphate synthase 2)",SEPHS2 SPS2
683,ENSP00000270176,SCYL1_HUMAN,N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase),SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019
684,ENSP00000468308,FA20A_HUMAN,Pseudokinase FAM20A,FAM20A UNQ9388/PRO34279
685,ENSP00000273980,TBCK_HUMAN,TBC domain-containing protein kinase-like protein,TBCK TBCKL HSPC302
686,ENSP00000248600,STYL1_HUMAN,Serine/threonine/tyrosine-interacting-like protein 1 (Dual specificity phosphatase inhibitor MK-STYX) (Dual specificity protein phosphatase 24) (Inactive dual specificity protein phosphatase MK-STYX) (Map kinase phosphatase-like protein MK-STYX),STYXL1 DUSP24 MKSTYX
687,ENSP00000281092,FER_HUMAN,Tyrosine-protein kinase Fer (EC 2.7.10.2) (Feline encephalitis virus-related kinase FER) (Fujinami poultry sarcoma/Feline sarcoma-related protein Fer) (Proto-oncogene c-Fer) (Tyrosine kinase 3) (p94-Fer),FER TYK3
688,ENSP00000370891,STK35_HUMAN,Serine/threonine-protein kinase 35 (EC 2.7.11.1) (CLP-36-interacting kinase 1) (CLIK-1) (PDLIM1-interacting kinase 1) (Serine/threonine-protein kinase 35 L1),STK35 CLIK1 PDIK1 STK35L1
689,ENSP00000343248,SBK1_HUMAN,Serine/threonine-protein kinase SBK1 (EC 2.7.11.1) (SH3-binding kinase 1),SBK1
690,ENSP00000239231,PANK3_HUMAN,Pantothenate kinase 3 (hPanK3) (EC 2.7.1.33) (Pantothenic acid kinase 3),PANK3
691,ENSP00000072869,ADCK2_HUMAN,Uncharacterized aarF domain-containing protein kinase 2 (EC 2.7.11.-),ADCK2 AARF
692,ENSP00000350224,BMX_HUMAN,Cytoplasmic tyrosine-protein kinase BMX (EC 2.7.10.2) (Bone marrow tyrosine kinase gene in chromosome X protein) (Epithelial and endothelial tyrosine kinase) (ETK) (NTK38),BMX
693,ENSP00000339179,TSSK4_HUMAN,Testis-specific serine/threonine-protein kinase 4 (TSK-4) (TSSK-4) (Testis-specific kinase 4) (EC 2.7.11.1) (Serine/threonine-protein kinase 22E),TSSK4 C14orf20 STK22E TSSK5
694,ENSP00000420849,NIM1_HUMAN,Serine/threonine-protein kinase NIM1 (EC 2.7.11.1) (NIM1 serine/threonine-protein kinase),NIM1K NIM1
695,ENSP00000358956,IKBP1_HUMAN,Interleukin-1 receptor-associated kinase 1-binding protein 1 (IRAK1-binding protein 1),IRAK1BP1
696,ENSP00000365550,GKAP1_HUMAN,G kinase-anchoring protein 1 (cGMP-dependent protein kinase-anchoring protein of 42 kDa),GKAP1 GKAP42 FKSG21
697,ENSP00000307513,MRC2_HUMAN,C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280),MRC2 CLEC13E ENDO180 KIAA0709 UPARAP
