,id,probability,answers,pred,label,Entry,Protein names,UniProtKB,geneName
401,ENSP00000249016,0.999999927123592,0.0,1.0,1.0,Q99705,Melanin-concentrating hormone receptor 1 (MCH receptor 1) (MCH-R1) (MCHR-1) (G-protein coupled receptor 24) (MCH-1R) (MCH1R) (MCHR) (SLC-1) (Somatostatin receptor-like protein),Q99705,MCHR1
402,ENSP00000228463,0.9999999240328237,0.0,1.0,1.0,Q14242,P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162),Q14242,SELPLG
403,ENSP00000350815,0.9999999239090258,1.0,1.0,1.0,P08235,Mineralocorticoid receptor (MR) (Nuclear receptor subfamily 3 group C member 2),P08235,NR3C2
404,ENSP00000261733,0.9999999237960282,1.0,1.0,1.0,P05091,"Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)",P05091,ALDH2
405,ENSP00000253801,0.9999999233948345,0.0,1.0,1.0,P35575,Glucose-6-phosphatase catalytic subunit 1 (EC 3.1.3.9) (Glucose-6-phosphatase) (G-6-Pase) (G6Pase) (Glucose-6-phosphatase alpha) (G6Pase-alpha),P35575,G6PC
406,ENSP00000306884,0.999999921280494,0.0,1.0,1.0,O14625,C-X-C motif chemokine 11 (Beta-R1) (H174) (Interferon gamma-inducible protein 9) (IP-9) (Interferon-inducible T-cell alpha chemoattractant) (I-TAC) (Small-inducible cytokine B11),O14625,CXCL11
407,ENSP00000401303,0.9999999207590977,0.0,1.0,1.0,P29353,SHC-transforming protein 1 (SHC-transforming protein 3) (SHC-transforming protein A) (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1),P29353,SHC1
408,ENSP00000275525,0.9999999179729888,0.0,1.0,1.0,P08833,Insulin-like growth factor-binding protein 1 (IBP-1) (IGF-binding protein 1) (IGFBP-1) (Placental protein 12) (PP12),P08833,IGFBP1
409,ENSP00000263326,0.9999999167999681,1.0,1.0,1.0,Q9NZH6,Interleukin-37 (IL-37) (FIL1 zeta) (IL-1X) (Interleukin-1 family member 7) (IL-1F7) (Interleukin-1 homolog 4) (IL-1H) (IL-1H4) (Interleukin-1 zeta) (IL-1 zeta) (Interleukin-1-related protein) (IL-1RP1),Q9NZH6,IL37
410,ENSP00000216540,0.9999999166388241,1.0,1.0,1.0,Q14973,Hepatic sodium/bile acid cotransporter (Cell growth-inhibiting gene 29 protein) (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/taurocholate cotransporting polypeptide) (NTCP) (Solute carrier family 10 member 1) (SLC10A1),Q14973,SLC10A1
411,ENSP00000264382,0.9999999133062654,0.0,1.0,1.0,P14410,"Sucrase-isomaltase, intestinal [Cleaved into: Sucrase (EC 3.2.1.48); Isomaltase (EC 3.2.1.10)]",P14410,SI
412,ENSP00000264938,0.9999999117815047,1.0,1.0,1.0,P48764,Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3),P48764,SLC9A3
413,ENSP00000387159,0.9999999116885373,0.0,1.0,1.0,P23582,C-type natriuretic peptide [Cleaved into: CNP-22; CNP-29; CNP-53],P23582,NPPC
414,ENSP00000237014,0.9999999115044144,1.0,1.0,1.0,P02766,Transthyretin (ATTR) (Prealbumin) (TBPA),P02766,TTR
415,ENSP00000218388,0.9999999104489388,0.0,1.0,1.0,P01033,Metalloproteinase inhibitor 1 (Erythroid-potentiating activity) (EPA) (Fibroblast collagenase inhibitor) (Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1) (TIMP-1),P01033,TIMP1
416,ENSP00000308938,0.9999999053308004,1.0,1.0,1.0,P00747,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]",P00747,PLG
417,ENSP00000421725,0.9999999018159874,0.0,1.0,1.0,P02774,Vitamin D-binding protein (DBP) (VDB) (Gc protein-derived macrophage activating factor) (Gc-MAF) (GcMAF) (Gc-globulin) (Group-specific component) (Gc) (Vitamin D-binding protein-macrophage activating factor) (DBP-maf),P02774,GC
418,ENSP00000319788,0.9999999002800642,0.0,1.0,1.0,P15559,NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1),P15559,NQO1
419,ENSP00000254227,0.9999999001440237,0.0,1.0,1.0,Q15466,Nuclear receptor subfamily 0 group B member 2 (Orphan nuclear receptor SHP) (Small heterodimer partner),Q15466,NR0B2
420,ENSP00000218099,0.9999998985603662,1.0,1.0,1.0,P00740,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],P00740,F9
421,ENSP00000222390,0.9999998979579113,0.0,1.0,1.0,P14210,Hepatocyte growth factor (Hepatopoietin-A) (Scatter factor) (SF) [Cleaved into: Hepatocyte growth factor alpha chain; Hepatocyte growth factor beta chain],P14210,HGF
422,ENSP00000297785,0.9999998977475765,1.0,1.0,1.0,P00352,"Aldehyde dehydrogenase 1A1 (EC 1.2.1.19) (EC 1.2.1.28) (EC 1.2.1.3) (EC 1.2.1.36) (3-deoxyglucosone dehydrogenase) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (Retinal dehydrogenase 1) (RALDH 1) (RalDH1)",P00352,ALDH1A1
423,ENSP00000243911,0.9999998939455622,0.0,1.0,1.0,P41968,Melanocortin receptor 3 (MC3-R),P41968,MC3R
424,ENSP00000312082,0.9999998905575029,0.0,1.0,1.0,Q9NR97,Toll-like receptor 8 (CD antigen CD288),Q9NR97,TLR8
425,ENSP00000347046,0.9999998865531758,1.0,1.0,1.0,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35) (cGMP-binding cGMP-specific phosphodiesterase) (CGB-PDE)",O76074,PDE5A
426,ENSP00000282397,0.9999998845049372,1.0,1.0,1.0,P17948,Vascular endothelial growth factor receptor 1 (VEGFR-1) (EC 2.7.10.1) (Fms-like tyrosine kinase 1) (FLT-1) (Tyrosine-protein kinase FRT) (Tyrosine-protein kinase receptor FLT) (FLT) (Vascular permeability factor receptor),P17948,FLT1
427,ENSP00000416606,0.9999998812513198,0.0,1.0,1.0,P01225,Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (FSH-B) (FSH-beta) (Follitropin beta chain),P01225,FSHB
428,ENSP00000342850,0.9999998727733025,1.0,1.0,1.0,P08185,Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin),P08185,SERPINA6
429,ENSP00000226413,0.9999998699888777,1.0,1.0,1.0,P30968,Gonadotropin-releasing hormone receptor (GnRH receptor) (GnRH-R),P30968,GNRHR
430,ENSP00000332139,0.9999998664536154,0.0,1.0,1.0,P00746,Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D),P00746,CFD
431,ENSP00000260010,0.9999998660668955,0.0,1.0,1.0,O60603,Toll-like receptor 2 (Toll/interleukin-1 receptor-like protein 4) (CD antigen CD282),O60603,TLR2
432,ENSP00000277120,0.9999998640023143,1.0,1.0,1.0,Q16620,BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B),Q16620,NTRK2
433,ENSP00000216223,0.9999998625630889,0.0,1.0,1.0,P14784,Interleukin-2 receptor subunit beta (IL-2 receptor subunit beta) (IL-2R subunit beta) (IL-2RB) (High affinity IL-2 receptor subunit beta) (Interleukin-15 receptor subunit beta) (p70-75) (p75) (CD antigen CD122),P14784,IL2RB
434,ENSP00000075120,0.9999998535418123,0.0,1.0,1.0,P11169,"Solute carrier family 2, facilitated glucose transporter member 3 (Glucose transporter type 3, brain) (GLUT-3)",P11169,SLC2A3
435,ENSP00000397181,0.999999853281711,0.0,1.0,1.0,P49798,Regulator of G-protein signaling 4 (RGP4) (RGS4),P49798,RGS4
436,ENSP00000317842,0.999999852629099,0.0,1.0,1.0,O00748,Cocaine esterase (EC 3.1.1.84) (Carboxylesterase 2) (CE-2) (hCE-2) (EC 3.1.1.1) (Methylumbelliferyl-acetate deacetylase 2) (EC 3.1.1.56),O00748,CES2
437,ENSP00000468767,0.9999998517572205,0.0,1.0,1.0,P13686,Tartrate-resistant acid phosphatase type 5 (TR-AP) (EC 3.1.3.2) (Tartrate-resistant acid ATPase) (TrATPase) (Type 5 acid phosphatase),P13686,ACP5
438,ENSP00000344844,0.9999998483978461,0.0,1.0,1.0,Q96D42,Hepatitis A virus cellular receptor 1 (HAVcr-1) (Kidney injury molecule 1) (KIM-1) (T-cell immunoglobulin and mucin domain-containing protein 1) (TIMD-1) (T-cell immunoglobulin mucin receptor 1) (TIM) (TIM-1) (T-cell membrane protein 1) (CD antigen CD365),Q96D42,HAVCR1
439,ENSP00000397415,0.9999998454641861,0.0,1.0,1.0,Q8WXF3,Relaxin-3 (Insulin-like peptide INSL7) (Insulin-like peptide 7) (Prorelaxin H3) [Cleaved into: Relaxin-3 B chain; Relaxin-3 A chain],Q8WXF3,RLN3
440,ENSP00000263025,0.9999998352443662,0.0,1.0,1.0,P27361,Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1),P27361,MAPK3
441,ENSP00000348234,0.9999998229059713,0.0,1.0,1.0,P17735,Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase),P17735,TAT
442,ENSP00000360141,0.9999998190542264,0.0,1.0,1.0,Q5JWF2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large alphas protein) (XLalphas),Q5JWF2,GNAS
443,ENSP00000398632,0.9999998168963654,0.0,1.0,1.0,P16070,CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44),P16070,CD44
444,ENSP00000408695,0.9999998141501041,1.0,1.0,1.0,P17252,Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13),P17252,PRKCA
445,ENSP00000322788,0.9999998076105826,1.0,1.0,1.0,P03956,Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) [Cleaved into: 22 kDa interstitial collagenase; 27 kDa interstitial collagenase],P03956,MMP1
446,ENSP00000355930,0.9999998039355852,0.0,1.0,1.0,O15245,Solute carrier family 22 member 1 (Organic cation transporter 1) (hOCT1),O15245,SLC22A1
447,ENSP00000481249,0.9999997989932925,0.0,1.0,1.0,O14508,Suppressor of cytokine signaling 2 (SOCS-2) (Cytokine-inducible SH2 protein 2) (CIS-2) (STAT-induced STAT inhibitor 2) (SSI-2),O14508,SOCS2
448,ENSP00000365437,0.9999997858914556,0.0,1.0,1.0,Q05329,Glutamate decarboxylase 2 (EC 4.1.1.15) (65 kDa glutamic acid decarboxylase) (GAD-65) (Glutamate decarboxylase 65 kDa isoform),Q05329,GAD2
449,ENSP00000361554,0.9999997852700009,0.0,1.0,1.0,P35590,Tyrosine-protein kinase receptor Tie-1 (EC 2.7.10.1),P35590,TIE1
450,ENSP00000290271,0.999999784468054,0.0,1.0,1.0,P52823,Stanniocalcin-1 (STC-1),P52823,STC1
451,ENSP00000365686,0.9999997828418423,0.0,1.0,1.0,P46059,"Solute carrier family 15 member 1 (Intestinal H(+)/peptide cotransporter) (Oligopeptide transporter, small intestine isoform) (Peptide transporter 1)",P46059,SLC15A1
452,ENSP00000261693,0.9999997791514335,0.0,1.0,1.0,Q8WTV0,"Scavenger receptor class B member 1 (SRB1) (CD36 and LIMPII analogous 1) (CLA-1) (CD36 antigen-like 1) (Collagen type I receptor, thrombospondin receptor-like 1) (SR-BI) (CD antigen CD36)",Q8WTV0,SCARB1
453,ENSP00000381129,0.9999997716429879,0.0,1.0,1.0,P32298,G protein-coupled receptor kinase 4 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK4) (ITI1),P32298,GRK4
454,ENSP00000362525,0.9999997630374221,0.0,1.0,1.0,Q9HAW7,UDP-glucuronosyltransferase 1A7 (UGT1A7) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-7) (UDPGT 1-7) (UGT1*7) (UGT1-07) (UGT1.7) (UDP-glucuronosyltransferase 1-G) (UGT-1G) (UGT1G),Q9HAW7,UGT1A7
455,ENSP00000393333,0.9999997537404558,1.0,1.0,1.0,P21731,Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor),P21731,TBXA2R
456,ENSP00000265132,0.9999997511547914,0.0,1.0,1.0,P02760,Protein AMBP (Protein HC) [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-) (Alpha-1 microglycoprotein) (Complex-forming glycoprotein heterogeneous in charge); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (EDC1) (HI-30) (Uronic-acid-rich protein); Trypstatin],P02760,AMBP
457,ENSP00000231509,0.9999997485821229,1.0,1.0,1.0,P04150,Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1),P04150,NR3C1
458,ENSP00000311733,0.9999997343774749,0.0,1.0,1.0,Q99788,Chemerin-like receptor 1 (Chemokine-like receptor 1) (G-protein coupled receptor ChemR23) (G-protein coupled receptor DEZ),Q99788,CMKLR1
459,ENSP00000466799,0.9999997214339477,0.0,1.0,1.0,P14061,17-beta-hydroxysteroid dehydrogenase type 1 (17-beta-HSD 1) (EC 1.1.1.51) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH) (Estradiol 17-beta-dehydrogenase 1) (EC 1.1.1.62) (Placental 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 28C member 1),P14061,HSD17B1
460,ENSP00000262262,0.9999997125460411,1.0,1.0,1.0,P20138,Myeloid cell surface antigen CD33 (Sialic acid-binding Ig-like lectin 3) (Siglec-3) (gp67) (CD antigen CD33),P20138,CD33
461,ENSP00000333821,0.9999997104356446,1.0,1.0,1.0,Q01718,Adrenocorticotropic hormone receptor (ACTH receptor) (ACTH-R) (Adrenocorticotropin receptor) (Melanocortin receptor 2) (MC2-R),Q01718,MC2R
462,ENSP00000236850,0.9999997070140271,0.0,1.0,1.0,P02647,Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I (Apolipoprotein A-I(1-242))],P02647,APOA1
463,ENSP00000254301,0.9999997064889077,0.0,1.0,1.0,P17931,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,LGALS3
464,ENSP00000358727,0.9999996998387555,0.0,1.0,1.0,P78417,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),P78417,GSTO1
465,ENSP00000302569,0.9999996943315251,0.0,1.0,1.0,Q9BXN2,C-type lectin domain family 7 member A (Beta-glucan receptor) (C-type lectin superfamily member 12) (Dendritic cell-associated C-type lectin 1) (DC-associated C-type lectin 1) (Dectin-1) (CD antigen CD369),Q9BXN2,CLEC7A
466,ENSP00000274545,0.9999996933499319,0.0,1.0,1.0,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6 (GABA(A) receptor subunit alpha-6),Q16445,GABRA6
467,ENSP00000369960,0.9999996919800272,1.0,1.0,1.0,P35348,Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor) (Alpha-adrenergic receptor 1c),P35348,ADRA1A
468,ENSP00000299766,0.9999996850204481,1.0,1.0,1.0,P32245,Melanocortin receptor 4 (MC4-R),P32245,MC4R
469,ENSP00000257408,0.9999996634602863,0.0,1.0,1.0,Q86Z14,Beta-klotho (BKL) (BetaKlotho) (Klotho beta-like protein),Q86Z14,KLB
470,ENSP00000320935,0.9999996574021016,0.0,1.0,1.0,P14672,"Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)",P14672,SLC2A4
471,ENSP00000341785,0.9999996551626849,0.0,1.0,1.0,Q96A54,Adiponectin receptor protein 1 (Progestin and adipoQ receptor family member 1) (Progestin and adipoQ receptor family member I),Q96A54,ADIPOR1
472,ENSP00000340944,0.9999996510121504,0.0,1.0,1.0,Q06124,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),Q06124,PTPN11
473,ENSP00000234371,0.9999996460964327,0.0,1.0,1.0,Q969F8,KiSS-1 receptor (KiSS-1R) (G-protein coupled receptor 54) (G-protein coupled receptor OT7T175) (hOT7T175) (Hypogonadotropin-1) (Kisspeptins receptor) (Metastin receptor),Q969F8,KISS1R
474,ENSP00000229264,0.9999996381864322,0.0,1.0,1.0,P16520,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3 (Transducin beta chain 3),P16520,GNB3
475,ENSP00000363868,0.9999996250937989,1.0,1.0,1.0,O95477,Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein),O95477,ABCA1
476,ENSP00000402152,0.9999996242236544,1.0,1.0,1.0,P55017,Solute carrier family 12 member 3 (Na-Cl cotransporter) (NCC) (Na-Cl symporter) (Thiazide-sensitive sodium-chloride cotransporter),P55017,SLC12A3
477,ENSP00000356094,0.9999996023191438,1.0,1.0,1.0,P47901,Vasopressin V1b receptor (V1bR) (AVPR V1b) (AVPR V3) (Antidiuretic hormone receptor 1b) (Vasopressin V3 receptor),P47901,AVPR1B
478,ENSP00000336829,0.9999995645650788,0.0,1.0,1.0,P02679,Fibrinogen gamma chain,P02679,FGG
479,ENSP00000329418,0.9999995385456016,0.0,1.0,1.0,O15524,Suppressor of cytokine signaling 1 (SOCS-1) (JAK-binding protein) (JAB) (STAT-induced STAT inhibitor 1) (SSI-1) (Tec-interacting protein 3) (TIP-3),O15524,SOCS1
480,ENSP00000381448,0.9999995366420301,0.0,1.0,1.0,P01034,Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin),P01034,CST3
481,ENSP00000345708,0.999999532209727,0.0,1.0,1.0,Q14654,"ATP-sensitive inward rectifier potassium channel 11 (IKATP) (Inward rectifier K(+) channel Kir6.2) (Potassium channel, inwardly rectifying subfamily J member 11)",Q14654,KCNJ11
482,ENSP00000335544,0.9999995165337797,1.0,1.0,1.0,P32239,Gastrin/cholecystokinin type B receptor (CCK-B receptor) (CCK-BR) (Cholecystokinin-2 receptor) (CCK2-R),P32239,CCKBR
483,ENSP00000265171,0.9999995138019432,1.0,1.0,1.0,P01133,Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor (Urogastrone)],P01133,EGF
484,ENSP00000226444,0.9999994707247788,0.0,1.0,1.0,P49888,"Sulfotransferase 1E1 (ST1E1) (EC 2.8.2.4) (EST-1) (Estrogen sulfotransferase) (Sulfotransferase, estrogen-preferring)",P49888,SULT1E1
485,ENSP00000300900,0.9999994421892985,1.0,1.0,1.0,P22748,Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV),P22748,CA4
486,ENSP00000289932,0.9999994212185795,0.0,1.0,1.0,Q8WWX8,Sodium/myo-inositol cotransporter 2 (Na(+)/myo-inositol cotransporter 2) (Sodium-dependent glucose cotransporter) (Sodium/glucose cotransporter KST1) (Sodium/myo-inositol transporter 2) (SMIT2) (Solute carrier family 5 member 11),Q8WWX8,SLC5A11
487,ENSP00000221797,0.9999994088152035,0.0,1.0,1.0,Q9UHV8,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13),Q9UHV8,LGALS13
488,ENSP00000364257,0.999999402804989,0.0,1.0,1.0,Q9NZK7,Group IIE secretory phospholipase A2 (GIIE sPLA2) (sPLA2-IIE) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2E),Q9NZK7,PLA2G2E
489,ENSP00000393557,0.999999384548308,0.0,1.0,1.0,Q9Y6R1,Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4) (kNBC1),Q9Y6R1,SLC4A4
490,ENSP00000265371,0.9999993709785204,1.0,1.0,1.0,O14786,Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304),O14786,NRP1
491,ENSP00000348069,0.9999993680250591,0.0,1.0,1.0,P36956,Sterol regulatory element-binding protein 1 (SREBP-1) (Class D basic helix-loop-helix protein 1) (bHLHd1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1 (Transcription factor SREBF1)],P36956,SREBF1
492,ENSP00000264870,0.9999993670804428,0.0,1.0,1.0,P00488,Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain),P00488,F13A1
493,ENSP00000366641,0.9999993427391758,0.0,1.0,1.0,P22732,"Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine) (GLUT-5)",P22732,SLC2A5
494,ENSP00000364210,0.999999336972031,0.0,1.0,1.0,Q15109,Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products),Q15109,AGER
495,ENSP00000304895,0.999999300941819,0.0,1.0,1.0,P35568,Insulin receptor substrate 1 (IRS-1),P35568,IRS1
496,ENSP00000227667,0.9999992533483936,1.0,1.0,1.0,P02656,Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3),P02656,APOC3
497,ENSP00000293825,0.9999992514700397,0.0,1.0,1.0,O43508,"Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]",O43508,TNFSF12-TNFSF13
498,ENSP00000293825,0.9999992514700397,0.0,1.0,1.0,O43508,"Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]",O43508,TNFSF12
499,ENSP00000304236,0.9999992356163226,0.0,1.0,1.0,P08571,"Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14) [Cleaved into: Monocyte differentiation antigen CD14, urinary form; Monocyte differentiation antigen CD14, membrane-bound form]",P08571,CD14
500,ENSP00000361366,0.9999992316217966,0.0,1.0,1.0,P35247,Pulmonary surfactant-associated protein D (PSP-D) (SP-D) (Collectin-7) (Lung surfactant protein D),P35247,SFTPD
